trip_id,user_id,user_type,bike_id,bike_type,start_station_id,end_station_id,start_time,end_time,duration_minutes,distance_km,status
TR10215,USR1027,member,BK244,classic,ST103,ST111,2024-09-20 07:40:00,2024-09-20 07:50:01,10.0,5.44,nan
TR10216,USR1013,casual,BK250,electric,ST113,ST111,2024-02-04 16:45:00,2024-02-04 17:33:23,48.4,8.06,completed
TR10217,USR1080,member,BK295,classic,ST112,ST108,2024-11-19 08:16:00,2024-11-19 08:18:00,2.0,14.36,completed
TR10218,USR1080,casual,BK253,classic,ST114,ST114,2024-12-26 13:20:00,2024-12-26 13:44:56,24.9,9.08,completed
TR10219,USR1130,member,BK283,classic,ST105,ST111,2024-03-07 17:01:00,2024-03-07 17:08:55,7.9,7.36,nan
TR10220,USR1098,member,BK328,electric,ST101,ST100,2024-03-01 17:05:00,2024-03-01 17:07:00,2.0,2.53,completed
TR10221,USR1162,casual,BK329,classic,ST107,ST113,2024-10-17 21:44:00,2024-10-17 22:00:04,16.1,9.07,completed
TR10222,USR1040,casual,BK312,electric,ST103,ST111,2024-12-18 12:20:00,2024-12-18 12:34:25,14.4,3.67,completed
TR10223,USR1189,member,BK212,classic,ST108,ST100,2024-12-09 12:54:00,2024-12-09 13:45:49,51.8,7.66,completed
TR10224,USR1123,casual,BK238,classic,ST100,ST107,2024-04-17 17:07:00,2024-04-17 18:06:32,59.5,10.85,completed
TR10225,USR1161,member,BK323,electric,ST104,ST107,2024-06-01 19:22:00,2024-06-01 19:53:36,31.6,12.53,completed
TR10226,USR1190,member,BK312,electric,ST103,ST101,2024-05-26 20:27:00,2024-05-26 20:46:56,19.9,13.55,completed
TR10227,USR1088,member,BK328,electric,ST108,ST109,2024-11-02 16:12:00,2024-11-02 16:14:00,2.0,9.72,cancelled
TR10228,USR1105,casual,BK336,electric,ST104,ST101,2024-04-02 11:02:00,2024-04-02 11:21:05,19.1,2.56,completed
TR10229,USR1094,member,BK329,classic,ST114,ST109,2024-12-22 22:30:00,2024-12-22 22:45:42,15.7,12.34,completed
TR10230,USR1103,member,BK328,classic,ST112,ST106,2024-03-13 11:57:00,2024-03-13 12:19:18,22.3,3.78,completed
TR10231,USR1123,member,BK229,electric,ST106,ST107,2024-03-15 21:31:00,2024-03-15 21:42:35,11.6,9.22,completed
TR10232,USR1004,member,BK329,classic,ST104,ST106,2024-07-14 10:55:00,2024-07-14 11:30:52,35.9,14.23,completed
TR10233,USR1135,member,BK312,classic,ST114,ST114,2024-05-05 16:48:00,2024-05-05 16:50:40,2.7,12.78,completed
TR10234,USR1141,member,BK238,classic,ST114,ST103,2024-04-22 18:49:00,2024-04-22 19:05:37,16.6,0.9,completed
TR10235,USR1044,member,BK261,classic,ST105,ST110,2024-08-21 11:58:00,2024-08-21 12:01:58,4.0,7.57,completed
TR10236,USR1043,member,BK238,classic,ST105,ST103,2024-09-30 14:48:00,2024-09-30 14:50:18,2.3,9.3,completed
TR10237,USR1034,member,BK261,electric,ST104,ST104,2024-10-31 18:33:00,2024-10-31 18:37:36,4.6,4.08,cancelled
TR10238,USR1007,member,BK328,electric,ST109,ST100,2024-12-06 19:43:00,2024-12-06 19:49:41,6.7,12.54,completed
TR10239,USR1199,member,BK346,electric,ST112,ST114,2024-12-19 16:35:00,2024-12-19 16:47:50,12.8,14.91,cancelled
TR10240,USR1053,member,BK329,electric,ST107,ST111,2024-01-05 22:36:00,2024-01-05 22:55:34,19.6,3.8,nan
TR10241,USR1043,member,BK280,electric,ST104,ST105,2024-01-05 22:55:00,2024-01-05 23:03:03,8.1,13.22,nan
TR10242,USR1014,member,BK265,electric,ST111,ST103,2024-12-17 11:54:00,2024-12-17 12:05:45,11.8,4.64,completed
TR10243,USR1080,member,BK331,electric,ST102,ST101,2024-06-27 19:26:00,2024-06-27 19:39:05,13.1,12.5,completed
TR10244,USR1061,member,BK258,classic,ST108,ST107,2024-04-25 18:16:00,2024-04-25 18:41:33,25.6,4.83,completed
TR10245,USR1040,casual,BK235,classic,ST114,ST113,2024-07-07 21:49:00,2024-07-07 22:05:11,16.2,10.47,completed
TR10246,USR1131,casual,BK327,classic,ST111,ST101,2024-06-17 08:55:00,2024-06-17 09:13:48,18.8,12.0,nan
TR10247,USR1131,member,BK251,classic,ST106,ST102,2024-03-05 09:24:00,2024-03-05 09:49:03,25.1,1.5,completed
TR10248,USR1080,member,BK226,electric,ST100,ST103,2024-02-04 07:39:00,2024-02-04 07:51:43,12.7,10.99,completed
TR10249,USR1145,casual,BK323,classic,ST107,ST102,2024-07-06 18:44:00,2024-07-06 19:13:54,29.9,,completed
TR10250,USR1153,casual,BK329,classic,ST109,ST111,2024-05-23 11:59:00,2024-05-23 12:02:55,3.9,10.8,completed
TR10251,USR1003,member,BK307,classic,ST106,ST113,2024-04-29 12:52:00,2024-04-29 13:38:09,46.2,8.46,completed
TR10252,USR1130,casual,BK329,classic,ST108,ST105,2024-01-31 22:54:00,2024-01-31 23:11:29,17.5,7.02,completed
TR10253,USR1131,casual,BK333,electric,ST113,ST101,2024-02-22 20:21:00,2024-02-22 20:41:42,20.7,2.24,cancelled
TR10254,USR1039,member,BK333,classic,ST101,ST101,2024-09-04 07:10:00,2024-09-04 07:17:55,7.9,6.34,completed
TR10255,USR1110,casual,BK212,electric,ST106,ST107,2024-11-01 13:40:00,2024-11-01 13:50:24,10.4,14.14,completed
TR10256,USR1162,member,BK295,classic,ST108,ST110,2024-06-10 17:03:00,2024-06-10 17:41:53,38.9,13.43,completed
TR10257,USR1014,member,BK307,electric,ST104,ST100,2024-07-04 06:59:00,2024-07-04 07:24:02,25.0,10.71,completed
TR10258,USR1105,member,BK250,electric,ST100,ST107,2024-12-29 16:16:00,2024-12-29 16:44:11,28.2,14.19,completed
TR10259,USR1174,casual,BK312,classic,ST106,ST111,2024-02-10 08:46:00,2024-02-10 08:48:56,2.9,9.7,completed
TR10260,USR1062,casual,BK238,classic,ST103,ST114,2024-01-16 14:08:00,2024-01-16 14:58:57,51.0,11.09,completed
TR10261,USR1040,casual,BK329,classic,ST106,ST103,2024-09-30 08:27:00,2024-09-30 09:58:49,91.8,1.26,completed
TR10262,USR1004,member,BK329,classic,ST110,ST102,2024-01-13 22:53:00,2024-01-13 23:31:04,38.1,8.39,completed
TR10263,USR1043,casual,BK270,electric,ST101,ST105,2024-12-02 09:13:00,2024-12-02 09:26:20,13.3,7.65,completed
TR10264,USR1011,member,BK270,classic,ST110,ST108,2024-08-15 11:00:00,2024-08-15 11:09:20,9.3,11.72,completed
TR10265,USR1189,casual,BK202,classic,ST110,ST114,2024-08-09 14:33:00,2024-08-09 14:38:00,5.0,6.81,completed
TR10266,USR1032,member,BK228,classic,ST108,ST113,2024-01-12 21:15:00,2024-01-12 21:23:54,8.9,9.87,nan
TR10267,USR1110,member,BK285,electric,ST106,ST108,2024-02-14 09:39:00,2024-02-14 09:41:00,2.0,3.81,completed
TR10268,USR1141,member,BK265,classic,ST109,ST103,2024-03-30 13:08:00,2024-03-30 13:14:49,6.8,8.2,completed
TR10269,USR1062,member,BK227,electric,ST100,ST110,2024-03-30 17:06:00,2024-03-30 17:09:47,3.8,9.52,completed
TR10270,USR1040,casual,BK329,electric,ST107,ST103,2024-12-16 16:42:00,2024-12-16 17:23:29,41.5,14.24,completed
TR10271,USR1040,member,BK202,classic,ST113,ST101,2024-10-08 22:49:00,2024-10-08 22:51:00,2.0,9.65,completed
TR10272,USR1136,member,BK235,classic,ST114,ST112,2024-05-01 19:04:00,2024-05-01 19:28:14,24.2,13.97,completed
TR10273,USR1141,casual,BK285,classic,ST102,ST113,2024-01-06 13:43:00,2024-01-06 14:39:59,57.0,10.28,completed
TR10274,USR1150,member,BK328,classic,ST111,ST105,2024-06-17 21:03:00,2024-06-17 22:18:37,75.6,14.92,completed
TR10275,USR1052,casual,BK325,classic,ST101,ST102,2024-11-06 11:53:00,2024-11-06 11:55:00,2.0,0.71,cancelled
TR10276,USR1098,member,BK251,electric,ST110,ST104,2024-12-01 07:33:00,2024-12-01 08:08:23,35.4,2.84,completed
TR10277,USR1110,member,BK261,classic,ST107,ST101,2024-12-07 17:08:00,2024-12-07 17:53:06,45.1,11.87,completed
TR10278,USR1103,member,BK211,classic,ST109,ST111,2024-12-25 07:54:00,2024-12-25 08:26:37,32.6,1.88,completed
TR10279,USR1103,member,BK227,classic,ST108,ST105,2024-09-04 07:50:00,2024-09-04 08:07:03,17.1,7.93,completed
TR10280,USR1034,casual,BK241,classic,ST102,ST100,2024-12-24 19:16:00,2024-12-24 19:54:43,38.7,4.14,completed
TR10281,USR1043,casual,BK243,classic,ST112,ST103,2024-04-25 15:58:00,2024-04-25 16:04:14,6.2,1.06,completed
TR10282,USR1189,member,BK238,classic,ST112,ST103,2024-07-15 16:55:00,2024-07-15 17:16:41,21.7,7.99,completed
TR10283,USR1131,member,BK312,electric,ST106,ST109,2024-02-09 10:20:00,2024-02-09 10:56:00,36.0,12.44,cancelled
TR10284,USR1070,casual,BK261,classic,ST113,ST111,2024-11-19 20:34:00,2024-11-19 20:51:40,17.7,6.44,completed
TR10285,USR1192,member,BK320,electric,ST109,ST103,2024-11-18 07:56:00,2024-11-18 08:11:33,15.6,1.16,completed
TR10286,USR1047,casual,BK227,electric,ST108,ST112,2024-09-05 11:36:00,2024-09-05 12:08:06,32.1,3.41,completed
TR10287,USR1011,casual,BK312,classic,ST114,ST103,2024-11-27 11:50:00,2024-11-27 12:17:11,27.2,11.26,cancelled
TR10288,USR1047,member,BK307,electric,ST110,ST102,2024-07-24 21:58:00,2024-07-25 01:10:19,192.3,6.38,completed
TR10289,USR1053,member,BK315,classic,ST110,ST106,2024-10-13 15:09:00,2024-10-13 15:11:00,2.0,4.4,completed
TR10290,USR1171,casual,BK295,classic,ST103,ST103,2024-04-20 10:37:00,2024-04-20 11:14:56,37.9,10.77,completed
TR10291,USR1049,casual,BK227,classic,ST105,ST100,2024-06-15 22:33:00,2024-06-15 23:14:08,41.1,3.33,completed
TR10292,USR1190,member,BK261,electric,ST114,ST100,2024-03-16 21:46:00,2024-03-16 22:00:17,14.3,8.46,completed
TR10293,USR1040,member,BK253,electric,ST101,ST100,2024-12-04 16:51:00,2024-12-04 16:54:19,3.3,12.06,completed
TR10294,USR1036,casual,BK336,electric,ST102,ST105,2024-06-16 06:04:00,2024-06-16 06:35:41,31.7,13.01,completed
TR10295,USR1130,member,BK331,classic,ST110,ST109,2024-03-29 09:43:00,2024-03-29 09:51:33,8.6,13.14,completed
TR10296,USR1141,casual,BK251,electric,ST101,ST106,2024-03-23 21:07:00,2024-03-23 21:09:00,2.0,8.46,completed
TR10297,USR1189,member,BK243,electric,ST100,ST104,2024-02-26 19:04:00,2024-02-26 19:06:00,2.0,11.86,completed
TR10298,USR1189,casual,BK329,classic,ST114,ST106,2024-10-15 18:19:00,2024-10-15 18:46:49,27.8,9.67,completed
TR10299,USR1043,member,BK323,electric,ST107,ST101,2024-11-14 15:40:00,2024-11-14 17:18:15,98.3,1.48,completed
TR10300,USR1133,member,BK302,classic,ST113,ST108,2024-03-22 14:48:00,2024-03-22 14:58:38,10.6,6.27,completed
TR10301,USR1013,member,BK291,classic,ST111,ST107,2024-03-14 11:21:00,2024-03-14 11:24:53,3.9,9.13,completed
TR10302,USR1135,member,BK295,electric,ST102,ST103,2024-11-17 07:21:00,2024-11-17 08:44:49,83.8,4.14,completed
TR10303,USR1047,casual,BK261,classic,ST111,ST101,2024-03-05 15:52:00,2024-03-05 17:04:23,72.4,11.18,cancelled
TR10304,USR1014,member,BK228,electric,ST111,ST100,2024-10-27 09:06:00,2024-10-27 09:13:17,7.3,7.03,nan
TR10305,USR1189,member,BK328,classic,ST105,ST105,2024-05-24 15:49:00,2024-05-24 16:22:56,33.9,5.24,cancelled
TR10306,USR1070,member,BK317,electric,ST110,ST108,2024-09-04 22:42:00,2024-09-04 23:07:22,25.4,4.01,completed
TR10307,USR1141,casual,BK312,electric,ST103,ST114,2024-03-03 06:56:00,2024-03-03 06:58:00,,1.62,cancelled
TR10308,USR1161,member,BK285,electric,ST110,ST101,2024-04-03 21:54:00,2024-04-03 22:39:34,45.6,12.17,cancelled
TR10309,USR1049,member,BK251,classic,ST105,ST100,2024-03-31 19:07:00,2024-03-31 19:09:00,2.0,5.88,cancelled
TR10310,USR1011,member,BK251,classic,ST111,ST100,2024-06-30 10:08:00,2024-06-30 10:10:00,2.0,11.92,completed
TR10311,USR1053,member,BK346,electric,ST107,ST103,2024-04-23 16:36:00,2024-04-23 17:14:18,38.3,6.58,completed
TR10312,USR1007,casual,BK258,classic,ST106,ST112,2024-12-28 09:27:00,2024-12-28 09:29:47,2.8,11.58,completed
TR10313,USR1192,casual,BK241,classic,ST104,ST100,2024-07-20 12:02:00,2024-07-20 12:44:04,42.1,10.43,completed
TR10314,USR1162,casual,BK261,classic,ST107,ST109,2024-01-23 18:54:00,2024-01-23 19:00:05,6.1,12.24,completed
TR10315,USR1163,casual,BK261,classic,ST100,ST104,2024-11-12 14:05:00,2024-11-12 14:25:09,20.2,7.8,completed
TR10316,USR1014,member,BK238,classic,ST102,ST113,2024-11-08 14:28:00,2024-11-08 14:43:22,15.4,6.46,completed
TR10317,USR1187,casual,BK261,classic,ST101,ST104,2024-05-13 17:17:00,2024-05-13 17:25:48,8.8,8.35,completed
TR10318,USR1080,member,BK329,classic,ST114,ST111,2024-04-24 09:33:00,2024-04-24 09:51:18,18.3,9.31,completed
TR10319,USR1189,casual,BK262,classic,ST113,ST111,2024-05-31 13:42:00,2024-05-31 14:02:20,20.3,6.53,completed
TR10320,USR1135,member,BK300,electric,ST100,ST112,2024-12-19 18:53:00,2024-12-19 19:14:24,21.4,0.82,nan
TR10321,USR1011,member,BK300,electric,ST106,ST107,2024-10-08 22:06:00,2024-10-08 22:09:02,3.0,11.59,completed
TR10322,USR1145,member,BK274,electric,ST113,ST100,2024-06-19 08:14:00,2024-06-19 09:08:12,54.2,3.72,completed
TR10323,USR1136,member,BK320,electric,ST107,ST100,2024-04-02 21:40:00,2024-04-02 21:56:35,16.6,5.34,completed
TR10324,USR1171,casual,BK315,electric,ST112,ST114,2024-05-18 19:29:00,2024-05-18 19:55:05,26.1,0.72,completed
TR10325,USR1171,casual,BK285,classic,ST114,ST108,2024-12-25 09:14:00,2024-12-25 09:16:00,2.0,9.9,completed
TR10326,USR1027,member,BK295,classic,ST112,ST110,2024-08-21 08:18:00,2024-08-21 08:20:00,2.0,11.07,completed
TR10327,USR1047,member,BK286,electric,ST109,ST114,2024-04-16 16:01:00,2024-04-16 16:28:05,27.1,7.52,completed
TR10328,USR1036,member,BK211,classic,ST107,ST108,2024-09-06 10:47:00,2024-09-06 11:21:49,34.8,12.14,completed
TR10329,USR1094,member,BK327,classic,ST108,ST114,2024-08-07 11:28:00,2024-08-07 11:32:19,4.3,4.24,completed
TR10330,USR1071,member,BK295,classic,ST105,ST113,2024-11-27 15:12:00,2024-11-27 15:43:11,31.2,6.1,completed
TR10331,USR1105,member,BK280,electric,ST113,ST111,2024-05-17 17:10:00,2024-05-17 17:15:12,5.2,1.62,completed
TR10332,USR1062,member,BK315,electric,ST100,ST113,2024-10-20 20:02:00,2024-10-20 21:11:57,70.0,9.73,completed
TR10333,USR1014,casual,BK253,electric,ST112,ST110,2024-12-21 12:21:00,2024-12-21 12:23:00,2.0,11.76,cancelled
TR10334,USR1094,casual,BK315,classic,ST104,ST103,2024-07-22 06:27:00,2024-07-22 06:33:07,6.1,7.23,completed
TR10335,USR1052,casual,BK331,classic,ST107,ST113,2024-06-26 21:05:00,2024-06-26 21:19:00,14.0,3.42,completed
TR10336,USR1105,member,BK251,electric,ST101,ST107,2024-11-26 06:53:00,2024-11-26 07:23:40,30.7,14.53,cancelled
TR10337,USR1141,member,BK325,electric,ST112,ST109,2024-12-30 08:30:00,2024-12-30 08:32:00,2.0,6.46,completed
TR10338,USR1187,member,BK253,classic,ST113,ST114,2024-10-30 08:21:00,2024-10-30 08:23:00,2.0,11.58,completed
TR10339,USR1052,member,BK227,electric,ST102,ST102,2024-07-26 10:20:00,2024-07-26 10:32:52,12.9,6.16,completed
TR10340,USR1110,member,BK251,electric,ST110,ST108,2024-10-02 21:18:00,2024-10-02 22:08:42,50.7,6.0,completed
TR10341,USR1141,member,BK315,classic,ST104,ST111,2024-02-19 09:53:00,2024-02-19 10:33:47,40.8,10.87,completed
TR10342,USR1040,member,BK235,electric,ST106,ST105,2024-07-28 16:20:00,2024-07-28 16:44:58,25.0,1.29,completed
TR10343,USR1138,member,BK227,electric,ST106,ST103,2024-07-11 20:39:00,2024-07-11 21:09:31,30.5,7.1,completed
TR10344,USR1034,casual,BK328,electric,ST100,ST106,2024-02-28 16:14:00,2024-02-28 16:59:31,45.5,12.14,nan
TR10345,USR1070,member,BK251,classic,ST112,ST101,2024-10-19 22:37:00,2024-10-19 23:02:43,25.7,1.64,completed
TR10346,USR1134,casual,BK312,classic,ST107,ST109,2024-07-27 21:45:00,2024-07-27 22:11:54,26.9,3.56,cancelled
TR10347,USR1014,member,BK320,electric,ST114,ST108,2024-06-27 10:41:00,2024-06-27 11:10:22,29.4,9.24,completed
TR10348,USR1053,member,BK302,classic,ST111,ST106,2024-11-04 17:48:00,2024-11-04 18:15:39,27.7,13.43,completed
TR10349,USR1034,casual,BK250,classic,ST101,ST110,2024-10-02 11:23:00,2024-10-02 11:25:39,2.7,2.93,completed
TR10350,USR1032,member,BK235,electric,ST107,ST111,2024-02-25 13:10:00,2024-02-25 13:19:52,9.9,4.84,completed
TR10351,USR1047,casual,BK323,classic,ST112,ST112,2024-02-05 10:25:00,2024-02-05 11:06:23,41.4,2.63,completed
TR10352,USR1032,member,BK283,electric,ST113,ST113,2024-07-10 11:09:00,2024-07-10 11:26:36,17.6,2.59,completed
TR10353,USR1135,casual,BK333,classic,ST114,ST109,2024-11-08 15:52:00,2024-11-08 16:05:33,13.6,7.15,completed
TR10354,USR1013,member,BK327,electric,ST114,ST109,2024-09-27 20:54:00,2024-09-27 21:39:49,45.8,14.85,cancelled
TR10355,USR1161,casual,BK244,classic,ST108,ST114,2024-11-27 17:37:00,2024-11-27 18:22:32,45.5,5.74,cancelled
TR10356,USR1053,casual,BK320,classic,ST108,ST113,2024-12-30 22:48:00,2024-12-30 22:52:49,4.8,8.73,completed
TR10357,USR1034,member,BK238,electric,ST107,ST108,2024-11-28 11:37:00,2024-11-28 12:25:13,48.2,2.9,cancelled
TR10358,USR1161,member,BK270,electric,ST112,ST105,2024-07-18 13:56:00,2024-07-18 14:34:30,38.5,4.17,cancelled
TR10359,USR1047,member,BK295,electric,ST114,ST104,2024-07-08 14:30:00,2024-07-08 14:36:09,6.2,13.17,completed
TR10360,USR1043,casual,BK229,electric,ST101,ST100,2024-10-02 18:16:00,2024-10-02 18:20:07,4.1,7.15,completed
TR10361,USR1110,member,BK274,electric,ST112,ST106,2024-06-22 13:07:00,2024-06-22 14:11:35,64.6,11.89,completed
TR10362,USR1003,member,BK251,electric,ST105,ST101,2024-10-12 12:12:00,2024-10-12 12:48:40,36.7,6.27,cancelled
TR10363,USR1122,casual,BK226,classic,ST106,ST100,2024-04-25 20:08:00,2024-04-25 20:23:47,15.8,11.72,completed
TR10364,USR1105,member,BK202,classic,ST105,ST114,2024-01-01 17:34:00,2024-01-01 18:09:02,35.0,3.62,completed
TR10365,USR1128,member,BK320,electric,ST107,ST107,2024-06-03 17:00:00,2024-06-03 17:23:35,23.6,3.4,completed
TR10366,USR1036,member,BK280,classic,ST112,ST104,2024-12-06 13:22:00,2024-12-06 14:27:33,65.6,5.81,completed
TR10367,USR1110,member,BK325,electric,ST102,ST102,2024-05-18 22:20:00,2024-05-18 23:41:25,81.4,10.18,cancelled
TR10368,USR1014,member,BK346,electric,ST105,ST111,2024-02-07 10:50:00,2024-02-07 11:07:38,17.6,5.58,cancelled
TR10369,USR1110,member,BK241,electric,ST100,ST108,2024-08-15 19:18:00,2024-08-15 19:27:20,9.3,5.43,completed
TR10370,USR1102,casual,BK320,electric,ST100,ST114,2024-07-26 09:37:00,2024-07-26 09:39:00,2.0,1.84,completed
TR10371,USR1013,casual,BK295,electric,ST108,ST114,2024-10-16 08:57:00,2024-10-16 08:59:00,2.0,1.37,cancelled
TR10372,USR1039,member,BK330,electric,ST104,ST102,2024-10-09 21:48:00,2024-10-09 21:50:00,2.0,3.58,completed
TR10373,USR1034,member,BK346,electric,ST103,ST111,2024-05-11 21:54:00,2024-05-11 21:56:49,2.8,6.88,completed
TR10374,USR1094,member,BK229,electric,ST103,ST105,2024-10-20 20:57:00,2024-10-20 21:05:54,8.9,9.14,completed
TR10375,USR1014,casual,BK262,classic,ST100,ST110,2024-04-21 17:46:00,2024-04-21 17:48:00,2.0,8.93,completed
TR10376,USR1161,member,BK238,classic,ST103,ST100,2024-07-18 16:04:00,2024-07-18 16:06:35,2.6,1.6,completed
TR10377,USR1130,member,BK329,classic,ST110,ST101,2024-12-25 16:27:00,2024-12-25 16:33:18,6.3,13.16,completed
TR10378,USR1027,member,BK243,electric,ST106,ST114,2024-07-04 20:33:00,2024-07-04 20:35:00,2.0,1.27,completed
TR10379,USR1089,casual,BK342,electric,ST100,ST108,2024-07-09 15:53:00,2024-07-09 16:50:00,57.0,11.31,completed
TR10380,USR1053,casual,BK330,classic,ST105,ST109,2024-05-20 22:37:00,2024-05-20 22:52:42,15.7,7.49,cancelled
TR10381,USR1011,casual,BK300,classic,ST112,ST110,2024-09-25 22:30:00,2024-09-25 22:39:02,9.0,14.02,completed
TR10382,USR1053,member,BK227,electric,ST114,ST104,2024-01-20 11:05:00,2024-01-20 11:31:32,26.5,9.48,completed
TR10383,USR1156,casual,BK315,classic,ST106,ST114,2024-01-19 16:46:00,2024-01-19 17:13:06,27.1,1.61,completed
TR10384,USR1100,member,BK346,classic,ST107,ST112,2024-05-24 12:42:00,2024-05-24 14:03:55,81.9,6.94,completed
TR10385,USR1110,member,BK315,classic,ST114,ST114,2024-11-19 13:58:00,2024-11-19 14:00:00,2.0,13.66,completed
TR10386,USR1174,member,BK286,classic,ST105,ST107,2024-10-06 20:42:00,2024-10-06 20:49:36,7.6,5.04,cancelled
TR10387,USR1032,member,BK302,classic,ST112,ST108,2024-10-12 15:37:00,2024-10-12 15:55:56,18.9,10.32,completed
TR10388,USR1161,member,BK265,classic,ST104,ST113,2024-05-01 19:43:00,2024-05-01 19:54:54,11.9,13.77,completed
TR10389,USR1128,member,BK261,classic,ST104,ST109,2024-07-30 11:47:00,2024-07-30 12:40:55,53.9,8.61,cancelled
TR10390,USR1053,member,BK285,classic,ST100,ST108,2024-08-01 11:34:00,2024-08-01 12:47:19,73.3,6.3,completed
TR10391,USR1004,member,BK227,classic,ST111,ST111,2024-03-27 19:32:00,2024-03-27 19:46:05,14.1,4.92,completed
TR10392,USR1011,member,BK226,classic,ST103,ST106,2024-01-30 07:44:00,2024-01-30 08:04:50,20.8,6.91,completed
TR10393,USR1062,casual,BK331,classic,ST113,ST102,2024-04-25 21:33:00,2024-04-25 21:35:00,2.0,3.91,cancelled
TR10394,USR1161,casual,BK336,classic,ST101,ST111,2024-04-30 15:17:00,2024-04-30 15:19:00,2.0,1.07,completed
TR10395,USR1080,casual,BK317,classic,ST105,ST108,2024-12-29 16:46:00,2024-12-29 16:53:07,7.1,10.62,completed
TR10396,USR1105,casual,BK285,classic,ST110,ST110,2024-03-19 13:06:00,2024-03-19 13:09:32,3.5,7.94,completed
TR10397,USR1080,member,BK270,electric,ST112,ST100,2024-10-18 13:04:00,2024-10-18 13:06:21,2.4,3.3,completed
TR10398,USR1080,casual,BK329,classic,ST113,ST109,2024-03-11 18:51:00,2024-03-11 19:07:57,17.0,6.91,completed
TR10399,USR1040,member,BK261,classic,ST104,ST104,2024-01-27 11:35:00,2024-01-27 11:48:05,13.1,2.32,completed
TR10400,USR1189,member,BK258,classic,ST101,ST112,2024-11-13 09:21:00,2024-11-13 09:31:17,10.3,5.02,completed
TR10401,USR1044,casual,BK243,electric,ST108,ST103,2024-01-09 09:49:00,2024-01-09 10:01:38,12.6,2.77,completed
TR10402,USR1153,member,BK336,classic,ST101,ST112,2024-10-24 14:41:00,2024-10-24 14:58:33,17.6,2.2,completed
TR10403,USR1043,member,BK315,electric,ST102,ST114,2024-06-29 07:58:00,2024-06-29 08:11:14,13.2,6.7,completed
TR10404,USR1162,member,BK270,classic,ST104,ST114,2024-04-16 06:10:00,2024-04-16 06:30:18,20.3,11.8,completed
TR10405,USR1039,casual,BK212,electric,ST111,ST100,2024-02-16 15:06:00,2024-02-16 15:13:17,7.3,13.05,completed
TR10406,USR1174,member,BK329,electric,ST112,ST102,2024-01-12 08:41:00,2024-01-12 09:36:05,55.1,14.19,completed
TR10407,USR1087,casual,BK330,classic,ST111,ST108,2024-04-05 15:59:00,2024-04-05 17:10:38,71.6,5.2,completed
TR10408,USR1171,casual,BK270,classic,ST105,ST108,2024-08-29 16:26:00,2024-08-29 16:59:07,33.1,5.45,completed
TR10409,USR1014,casual,BK229,classic,ST108,ST109,2024-12-17 07:47:00,2024-12-17 07:49:00,2.0,9.65,completed
TR10410,USR1094,member,BK235,electric,ST108,ST113,2024-07-12 20:11:00,2024-07-12 20:33:24,22.4,2.91,completed
TR10411,USR1136,member,BK244,electric,ST107,ST113,2024-06-10 17:21:00,2024-06-10 17:24:51,3.9,10.86,completed
TR10412,USR1192,member,BK295,electric,ST100,ST112,2024-06-12 11:02:00,2024-06-12 11:09:18,7.3,11.47,completed
TR10413,USR1174,casual,BK329,classic,ST106,ST114,2024-07-24 11:11:00,2024-07-24 11:20:46,9.8,10.14,completed
TR10414,USR1136,casual,BK265,classic,ST108,ST105,2024-02-13 07:04:00,2024-02-13 07:06:43,2.7,6.33,completed
TR10415,USR1156,member,BK251,classic,ST102,ST100,2024-03-23 19:53:00,2024-03-23 19:55:24,2.4,12.32,cancelled
TR10416,USR1007,member,BK227,classic,ST108,ST114,2024-10-04 07:44:00,2024-10-04 09:36:22,112.4,3.77,completed
TR10417,USR1103,casual,BK241,classic,ST106,ST114,2024-02-23 16:28:00,2024-02-23 16:30:17,2.3,1.45,cancelled
TR10418,USR1156,casual,BK251,classic,ST100,ST100,2024-07-12 11:07:00,2024-07-12 11:16:28,9.5,2.43,completed
TR10419,USR1128,member,BK285,electric,ST112,ST103,2024-03-13 12:03:00,2024-03-13 12:16:52,13.9,14.92,completed
TR10420,USR1039,member,BK283,electric,ST111,ST103,2024-04-20 18:21:00,2024-04-20 18:27:37,6.6,3.78,completed
TR10421,USR1053,member,BK327,classic,ST103,ST107,2024-07-29 21:38:00,2024-07-29 23:10:41,92.7,7.38,completed
TR10422,USR1130,casual,BK325,electric,ST101,ST110,2024-10-01 11:45:00,2024-10-01 12:07:49,22.8,9.97,completed
TR10423,USR1032,casual,BK201,electric,ST106,ST110,2024-12-24 09:24:00,2024-12-24 09:54:08,30.1,11.67,completed
TR10424,USR1040,member,BK312,electric,ST108,ST112,2024-03-29 09:10:00,2024-03-29 10:16:42,66.7,10.3,completed
TR10425,USR1103,casual,BK244,classic,ST111,ST110,2024-11-08 06:35:00,2024-11-08 06:39:32,4.5,1.39,completed
TR10426,USR1064,casual,BK283,electric,ST112,ST114,2024-04-19 11:41:00,2024-04-19 12:04:47,23.8,9.44,completed
TR10427,USR1122,member,BK202,electric,ST100,ST101,2024-06-17 15:09:00,2024-06-17 15:16:36,7.6,8.12,completed
TR10428,USR1000,casual,BK336,classic,ST101,ST103,2024-05-11 16:53:00,2024-05-11 16:55:00,2.0,8.51,completed
TR10429,USR1052,casual,BK244,classic,ST103,ST101,2024-08-31 16:26:00,2024-08-31 16:48:27,22.5,2.65,completed
